antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Incident_Alarms, Weekend, Weather_Clear",Priority_Priority2,0.01252,0.505,0.01096,0.8753993610223642,1.7334640812324043,1.0,0.004637399999999999,3.9726923076923057,0.42848507104569644,0.021636133922931143,0.7482815374189175,0.44855116565969694
"Weather_Partly Cloudy, Time_Afternoon, Priority_Priority2",Temp_Hot,0.0686,0.22036,0.0262,0.38192419825072893,1.733182965378149,1.0,0.011083304000000002,1.2613986792452831,0.45418388472085863,0.09971076267316183,0.20722923176174765,0.25041027483783496
Incident_Suspicious,"Weather_Partly Cloudy, Priority_Priority2",0.09158,0.2233,0.03542,0.3867656693601223,1.7320450934174756,1.0,0.014970186,1.2665631410256408,0.46525596759974075,0.12674443569741645,0.2104617862239247,0.2726931795076474
"Temp_Hot, Priority_Priority1","Time_Afternoon, Weekday",0.03674,0.21502,0.01368,0.3723462166575939,1.7316817814975067,1.0,0.0057801651999999995,1.250657640936687,0.4386424183568639,0.05745967741935484,0.20042066888021845,0.21798410265490614
"Weather_Clear, Incident_Suspicious","Priority_Priority2, Temp_Warm",0.03918,0.18872,0.0128,0.32669729453802965,1.7311217387559859,1.0,0.005405950400000001,1.2049260955269143,0.4395619106596449,0.0595072059507206,0.17007358068488024,0.1972613221312446
"Incident_Alarms, Time_Evening, Weather_Partly Cloudy",Priority_Priority2,0.01282,0.505,0.0112,0.8736349453978159,1.7299701889065662,1.0,0.0047259,3.917222222222223,0.4274350748018164,0.022107299356519675,0.7447170614097292,0.44790658160979907
"Weather_Drizzle, Priority_Priority2, Time_Morning","Weekday, Temp_Warm",0.02478,0.26952,0.01154,0.46569814366424533,1.7278797256761849,1.0,0.0048612944000000005,1.367167250755287,0.4319599822243372,0.04081199603904371,0.26856059531300697,0.2542575016332506
Weather_Drizzle,Time_Morning,0.11254,0.23182,0.04506,0.4003909720988093,1.7271631960090126,1.0,0.018970977200000003,1.281134813278008,0.47440551298729355,0.15055128633478115,0.2194420215298619,0.29738295908883183
"Weather_Clear, Temp_Hot, Priority_Priority2",Time_Afternoon,0.05986,0.29636,0.03062,0.5115268960908788,1.7260321773885772,1.0,0.012879890400000003,1.4404887277701781,0.44741902817342405,0.09404176904176904,0.3057911660662821,0.3074235911146795
"Weather_Clear, Temp_Hot",Time_Afternoon,0.11846,0.29636,0.06058,0.5113962518993753,1.7255913480205671,1.0,0.025473194400000003,1.4401035659986179,0.4769931230149454,0.17101400180668475,0.30560549698620787,0.35790490149294585
"Incident_Alarms, Temp_Mild, Weather_Clear",Priority_Priority2,0.01238,0.505,0.01076,0.8691437802907916,1.721076792655033,1.0,0.0045081,3.782777777777779,0.42422024815919973,0.021238798310370694,0.7356440005874578,0.4452253554919305
"Time_Afternoon, Incident_Disturbance, Weekday",Temp_Hot,0.02644,0.22036,0.01002,0.3789712556732223,1.7197824272700233,1.0,0.004193681599999999,1.2554008282582216,0.42989759008627215,0.042317763324605115,0.20344165983431112,0.21222115152512086
"Time_Afternoon, Priority_Priority3, Weekday",Temp_Hot,0.04664,0.22036,0.01766,0.37864493996569465,1.7183015972304168,1.0,0.007382409599999999,1.254741532091097,0.4384807299183642,0.07082698323574235,0.20302311318774646,0.22939326323026066
"Incident_Suspicious, Weekday","Weather_Partly Cloudy, Priority_Priority2",0.0632,0.2233,0.02424,0.38354430379746834,1.717618915349164,1.0,0.01012744,1.2599445585215605,0.44598492727154865,0.09242736215968886,0.20631428324638645,0.24604890962376777
"Weather_Partly Cloudy, Time_Afternoon",Temp_Hot,0.13336,0.22036,0.05046,0.378374325134973,1.7170735393672762,1.0,0.021072790399999996,1.2541953003618815,0.48187685935932384,0.16639187495878122,0.20267601089601994,0.3036816261724965
"Incident_Alarms, Time_Evening",Priority_Priority2,0.02796,0.505,0.02422,0.8662374821173104,1.7153217467669513,1.0,0.010100199999999998,3.7005882352941177,0.42901423045155085,0.04760781538703463,0.7297726911460817,0.4570989390784572
"Incident_Alarms, Temp_Mild",Priority_Priority2,0.03346,0.505,0.02898,0.8661087866108788,1.715066904179958,1.0,0.012082700000000002,3.6970312500000024,0.43136586913087777,0.05688152626207112,0.7295127002239975,0.4617474626123701
"Incident_Alarms, Weather_Partly Cloudy, Time_Morning",Priority_Priority2,0.01192,0.505,0.01032,0.8657718120805369,1.7143996278822513,1.0,0.004300399999999999,3.687749999999999,0.4217324774882491,0.02037110146071851,0.7288319435970442,0.44310372782244667
"Incident_Alarms, Time_Evening, Weekday",Priority_Priority2,0.021,0.505,0.01818,0.8657142857142858,1.7142857142857144,1.0,0.007575,3.686170212765959,0.42560435818862785,0.03580008664487417,0.7287157287157289,0.4508571428571429
"Weather_Drizzle, Time_Morning","Weekday, Temp_Warm",0.04506,0.26952,0.0208,0.461606746560142,1.7126994158509277,1.0,0.008655428799999998,1.3567777741137674,0.43576181185769214,0.07080127986928994,0.2629596245758159,0.2693904911191924
"Temp_Hot, Incident_Disturbance",Time_Afternoon,0.02952,0.29636,0.01498,0.5074525745257452,1.7122842979003414,1.0,0.006231452799999999,1.4285730949105915,0.4286382337717566,0.0481826954004503,0.3000008165052373,0.2789996034998816
"Weather_Partly Cloudy, Temp_Mild, Incident_Alarms",Priority_Priority2,0.01594,0.505,0.01378,0.8644918444165621,1.7118650384486378,1.0,0.005730300000000001,3.652916666666667,0.42257768805735857,0.027170912532534116,0.7262461503364891,0.4458894865647167
"Incident_Alarms, Temp_Mild, Weather_Partly Cloudy, Weekday",Priority_Priority2,0.0118,0.505,0.0102,0.864406779661017,1.7116965933881525,1.0,0.004241000000000001,3.6506250000000007,0.42074915373961774,0.020134228187919462,0.7260743023454889,0.4423023997314986
"Incident_Alarms, Temp_Mild, Weekday",Priority_Priority2,0.02398,0.505,0.02072,0.8640533778148456,1.7109967877521695,1.0,0.008610099999999997,3.6411349693251505,0.42575497099994536,0.04076653681186793,0.7253603592219103,0.45254154039257133
"Incident_Alarms, Weekday","Weather_Clear, Priority_Priority2",0.07088,0.20962,0.02542,0.35863431151241537,1.7108783108120187,1.0,0.010562134400000003,1.2323390761108666,0.44720261514596804,0.09965501019288069,0.18853502304260655,0.23995068309138562
"Incident_Alarms, Temp_Mild","Priority_Priority2, Weekday",0.03346,0.36214,0.02072,0.6192468619246863,1.7099653778226271,1.0,0.0086027956,1.6752586813186816,0.42956612022041285,0.05527102005975245,0.4030772613499612,0.3382311517333157
"Incident_Alarms, Temp_Warm",Priority_Priority2,0.03672,0.505,0.03168,0.8627450980392156,1.7084061347311201,1.0,0.0131364,3.6064285714285695,0.43046579489773573,0.0621127754685907,0.7227173697761932,0.46273888565327115
"Incident_Alarms, Weather_Partly Cloudy, Temp_Warm",Priority_Priority2,0.01494,0.505,0.01286,0.860776439089692,1.704507800177608,1.0,0.005315299999999999,3.5554326923076904,0.4195890334095271,0.02536088980042597,0.7187402809892769,0.44312089281217276
"Incident_Alarms, Weather_Partly Cloudy",Priority_Priority2,0.04286,0.505,0.03688,0.8604759682687821,1.703912808453034,1.0,0.015235700000000001,3.547775919732443,0.43161450755520436,0.07217503620493954,0.7181332692298629,0.4667528356195396
Incident_Suspicious,"Priority_Priority2, Weekday",0.09158,0.36214,0.0565,0.6169469316444639,1.7036144354240457,1.0,0.0233352188,1.66520007981756,0.4546495256862397,0.14223855797794674,0.39947156373571613,0.386481970820299
"Incident_Auto, Priority_Priority3",Time_Morning,0.02866,0.23182,0.01128,0.3935799023028611,1.6977823410528043,1.0,0.0046360388,1.2667456156501726,0.42312305425261026,0.04526484751203853,0.21057551915288228,0.22111917209871723
"Incident_Alarms, Time_Evening, Weather_Clear",Priority_Priority2,0.01242,0.505,0.01064,0.856682769726248,1.696401524210392,1.0,0.0043679,3.4538764044943826,0.4156796586537122,0.020995303682071115,0.7104702418712081,0.43887603832847055
"Weather_Clear, Temp_Mild, Incident_Suspicious",Priority_Priority2,0.012,0.505,0.01028,0.8566666666666666,1.6963696369636962,1.0,0.004219999999999999,3.453488372093021,0.4154917374249751,0.020287338174928952,0.7104377104377102,0.4385115511551155
"Incident_Alarms, Temp_Warm","Weather_Clear, Priority_Priority2",0.03672,0.20962,0.01304,0.35511982570806094,1.6941123256753217,1.0,0.005342753599999999,1.2256230405405404,0.42533880917091543,0.05589369909987141,0.18408844569455318,0.20866381515342938
Incident_Alarms,Priority_Priority2,0.09946,0.505,0.08506,0.8552181781620751,1.6935013428951982,1.0,0.034832699999999994,3.418937499999998,0.454735388252118,0.16376588371197537,0.7075114710344952,0.5118269108632157
"Incident_Suspicious, Temp_Warm","Weather_Clear, Priority_Priority2",0.03608,0.20962,0.0128,0.35476718403547675,1.692430035471218,1.0,0.0052369104,1.2249531958762885,0.42444769794173787,0.05495920996135681,0.18364227844261843,0.20791502985763916
"Weather_Drizzle, Temp_Mild",Time_Morning,0.03426,0.23182,0.01344,0.3922942206654991,1.6922363068997461,1.0,0.005497846800000001,1.2640656484149855,0.42357775606566694,0.053198226725775816,0.20890184678786108,0.2251351182699422
"Weather_Partly Cloudy, Incident_Suspicious","Priority_Priority2, Weekday",0.03956,0.36214,0.02424,0.6127401415571285,1.6919979608911706,1.0,0.009913741600000001,1.647111070496084,0.42582851534080984,0.06421872516293117,0.39287640165103394,0.3398377904449916
"Incident_Alarms, Weather_Clear",Priority_Priority2,0.04258,0.505,0.03638,0.8543917332080789,1.6918648182338196,1.0,0.014877100000000004,3.3995322580645166,0.4271231316424206,0.07116588419405322,0.7058418852688463,0.46321566858423746
"Incident_Alarms, Weather_Partly Cloudy","Priority_Priority2, Weekday",0.04286,0.36214,0.02622,0.6117592160522631,1.6892892694876653,1.0,0.010698679599999998,1.6429494951923074,0.42630657214594314,0.06922223982258831,0.39133856340304,0.34208107707125224
"Temp_Hot, Incident_Disturbance, Weekday",Time_Afternoon,0.02002,0.29636,0.01002,0.5004995004995004,1.688822717301594,1.0,0.0040868727999999995,1.4086872799999999,0.416203939800963,0.032706619663141395,0.29011923781976634,0.2671548656499392
Incident_Alarms,"Priority_Priority2, Temp_Warm",0.09946,0.18872,0.03168,0.3185200080434345,1.687791479670594,1.0,0.012909908799999998,1.1904678194157567,0.452517098046447,0.12350877192982455,0.15999409333822417,0.2431938743057359
"Incident_Alarms, Time_Morning",Priority_Priority2,0.028,0.505,0.02386,0.8521428571428571,1.6874115983026874,1.0,0.00972,3.3478260869565206,0.4191114836546522,0.04686333817810425,0.7012987012987012,0.4496951909476662
"Incident_Alarms, Weather_Partly Cloudy, Weekday",Priority_Priority2,0.03078,0.505,0.02622,0.8518518518518519,1.6868353502016868,1.0,0.0106761,3.34125,0.4201047368435219,0.051456158254180075,0.700710811821923,0.4518863219655299
"Incident_Suspicious, Time_Night, Weekday",Priority_Priority2,0.013,0.505,0.01104,0.8492307692307692,1.6816450875856817,1.0,0.004475,3.2831632653061225,0.41068308297725503,0.021776866024932933,0.6954156954156954,0.43554607768469156
"Incident_Alarms, Weather_Clear, Weekday",Priority_Priority2,0.03006,0.505,0.02542,0.8456420492348636,1.6745387113561656,1.0,0.010239700000000001,3.2068318965517246,0.41530467213436695,0.049878345498783457,0.6881657560300275,0.447989341449115
"Incident_Alarms, Weekday",Priority_Priority2,0.07088,0.505,0.0599,0.8450902934537247,1.6734461256509399,1.0,0.024105600000000005,3.1954098360655747,0.43313104643437367,0.11608977092135354,0.6870510978863125,0.48185207741993163
"Temp_Hot, Priority_Priority1",Time_Afternoon,0.03674,0.29636,0.01822,0.4959172563962983,1.6733609677294448,1.0,0.007331733599999999,1.3958819438444927,0.4177483829439148,0.05786331300813008,0.28360703825293937,0.2786982691753391
"Incident_Alarms, Weekend","Weather_Partly Cloudy, Priority_Priority2",0.02858,0.2233,0.01066,0.3729881035689293,1.6703452913969068,1.0,0.0042780859999999995,1.2387324776785713,0.41312860386622663,0.04419202387861703,0.19272319244100594,0.21036328599852644
"Incident_Alarms, Weekday, Temp_Warm",Priority_Priority2,0.0263,0.505,0.02218,0.8433460076045627,1.6699920942664608,1.0,0.008898499999999998,3.1598300970873776,0.41203119036984687,0.04356536769327467,0.6835272880900256,0.4436333998418853
"Incident_Alarms, Temp_Warm","Priority_Priority2, Weekday",0.03672,0.36214,0.02218,0.6040305010893245,1.6679474818835933,1.0,0.008882219199999996,1.6108816506189818,0.41572620567734103,0.05888287140278219,0.37922193128480314,0.33263876631204503
"Incident_Suspicious, Time_Night",Priority_Priority2,0.01986,0.505,0.0167,0.8408862034239678,1.6651211948989462,1.0,0.0066707,3.1109810126582285,0.4075367945114525,0.03286366498740555,0.6785579867150865,0.43697775517733045
"Incident_Trespassing, Time_Morning","Weather_Clear, Priority_Priority2",0.03234,0.20962,0.01128,0.34879406307977734,1.6639350399760393,1.0,0.0045008892,1.2137174358974359,0.41235041233491104,0.04889890757759667,0.17608500098658536,0.20130286113630122
Incident_Alarms,"Priority_Priority2, Weekday",0.09946,0.36214,0.0599,0.6022521616730344,1.6630368412023924,1.0,0.0238815556,1.6036793629929222,0.4427237109783842,0.14911625591237243,0.37643395364662213,0.38382890294951216
"Weather_Partly Cloudy, Time_Afternoon, Priority_Priority2, Weekday",Temp_Hot,0.04964,0.22036,0.01818,0.36623690572119266,1.6619935819622103,1.0,0.007241329600000002,1.23017576605213,0.4191179756049599,0.07219442458899213,0.18710803155455424,0.22436913356489838
Incident_Alarms,"Weather_Partly Cloudy, Priority_Priority2",0.09946,0.2233,0.03688,0.3708023325960185,1.6605567962204144,1.0,0.014670582000000001,1.2344292425695111,0.4417264680960043,0.12900517699734157,0.1899090158311041,0.2679806557740505
"Weather_Partly Cloudy, Time_Afternoon, Priority_Priority3",Temp_Hot,0.02942,0.22036,0.01076,0.36573759347382734,1.6597276886632208,1.0,0.0042770088,1.2292073311897107,0.409540196752013,0.045017153376286506,0.18646759206021668,0.20728339103714966
"Incident_Alarms, Weekday","Priority_Priority2, Temp_Warm",0.07088,0.18872,0.02218,0.31292325056433407,1.6581350708156744,1.0,0.0088035264,1.1807705626283367,0.4271922059179533,0.09342094179091905,0.15309541781423686,0.21522593219187452
"Weather_Partly Cloudy, Time_Afternoon, Weekday",Temp_Hot,0.09634,0.22036,0.0352,0.3653726385717252,1.6580715128504502,1.0,0.013970517600000003,1.2285004514229638,0.43920247055912026,0.12504440497335703,0.18599948511072442,0.26255562405986876
"Incident_Alarms, Weekday","Weather_Partly Cloudy, Priority_Priority2",0.07088,0.2233,0.02622,0.369920993227991,1.6566099114554007,1.0,0.010392496000000001,1.232702552619794,0.4265946160089542,0.09785042543663235,0.1887742928131724,0.2436707518759749
"Weather_Clear, Incident_Suspicious","Priority_Priority2, Weekday",0.03918,0.36214,0.0235,0.5997958141909138,1.6562539741285518,1.0,0.0093113548,1.5938364030612246,0.4123851125390679,0.06219893070774443,0.37258303419388855,0.3323439224486352
"Incident_Alarms, Weekday, Time_Morning",Priority_Priority2,0.01982,0.505,0.01654,0.8345105953582239,1.6524962284321265,1.0,0.006530899999999999,2.991128048780486,0.40283916955953325,0.03254111906823011,0.6656779704206544,0.43363153530287435
"Incident_Alarms, Time_Morning","Weather_Partly Cloudy, Priority_Priority2",0.028,0.2233,0.01032,0.36857142857142855,1.6505661825858868,1.0,0.004067599999999999,1.2300678733031674,0.40550132389064336,0.042825130716242006,0.18703673048980116,0.2073936408419167
"Incident_Alarms, Weather_Clear","Priority_Priority2, Weekday",0.04258,0.36214,0.02542,0.5969938938468765,1.648516854936976,1.0,0.010000078800000001,1.582755174825175,0.4108898191032381,0.06701819140522014,0.36819034560385744,0.3335938707650465
"Incident_Suspicious, Temp_Warm","Weather_Partly Cloudy, Priority_Priority2",0.03608,0.2233,0.01326,0.36751662971175164,1.645842497589573,1.0,0.005203335999999999,1.2280164767747588,0.40709648773290863,0.05387615797172111,0.18567867865553192,0.21344931351239171
Incident_Theft,Priority_Priority2,0.01406,0.505,0.01168,0.8307254623044097,1.6450009154542766,1.0,0.0045797,2.924243697478992,0.39768911164951826,0.023020221530214043,0.6580312369786054,0.4269270875878484
"Weather_Clear, Temp_Hot, Weekend",Time_Afternoon,0.03156,0.29636,0.01538,0.4873257287705957,1.6443707948798614,1.0,0.0060268783999999995,1.3724893943139678,0.4046349339108452,0.04920970115825175,0.27139691997412835,0.2696110355285021
"Incident_Trespassing, Time_Afternoon","Priority_Priority2, Temp_Warm",0.03696,0.18872,0.01146,0.31006493506493504,1.6429892701618007,1.0,0.0044849087999999995,1.1758787764705882,0.4063728385418252,0.05349640556437307,0.14957220079989036,0.1853949092450576
"Temp_Cold, Priority_Priority2, Weekday",Time_Morning,0.02626,0.23182,0.01,0.38080731150038083,1.6426853226657787,1.0,0.0039124068000000005,1.2406154243542435,0.40179173085217823,0.040309577555627224,0.19394843851751,0.2119721140367921
"Incident_Trespassing, Weather_Clear","Priority_Priority2, Temp_Warm",0.04404,0.18872,0.01364,0.30971843778383285,1.6411532311563843,1.0,0.005328771199999999,1.1752885263157895,0.40867021148015487,0.06224899598393575,0.14914510130144074,0.19099741304198
"Incident_Trespassing, Weather_Clear, Weekday","Priority_Priority2, Temp_Warm",0.03252,0.18872,0.01006,0.3093480934809348,1.6391908302296248,1.0,0.0039228256,1.1746583081032946,0.4030500915620923,0.047637086845345206,0.1486886074856212,0.18132728964000108
"Incident_Alarms, Time_Morning","Priority_Priority2, Weekday",0.028,0.36214,0.01654,0.5907142857142856,1.6311765773299984,1.0,0.006400079999999999,1.5584712041884814,0.39809216713690715,0.04427194860813704,0.3583455393256916,0.3181936149397628
"Incident_Suspicious, Temp_Mild","Priority_Priority2, Weekday",0.03066,0.36214,0.0181,0.5903457273320287,1.6301588538466578,1.0,0.006996787600000002,1.557069076433121,0.3987897443917814,0.04830531091539898,0.3577677348195979,0.3201631988954836
"Weather_Drizzle, Priority_Priority2, Weekday, Time_Morning",Temp_Warm,0.01892,0.37422,0.01154,0.6099365750528541,1.6298876998900491,1.0,0.0044597576,1.6043031978319784,0.39391364335939616,0.030241090146750523,0.37667642790254424,0.32038702516738693
Incident_Auto,Time_Morning,0.03332,0.23182,0.01256,0.3769507803121248,1.626049436252803,1.0,0.0048357576,1.2329363005780345,0.3982833489579805,0.0497268192255919,0.18892809017694398,0.21556537376403412
"Weather_Drizzle, Weekday, Time_Morning",Temp_Warm,0.0342,0.37422,0.0208,0.6081871345029239,1.6252128013011702,1.0,0.008001676,1.5971399999999998,0.39831845261799703,0.05366080181621175,0.373880811951363,0.33188470615371196
"Incident_Alarms, Weather_Clear","Priority_Priority2, Temp_Warm",0.04258,0.18872,0.01304,0.3062470643494598,1.6227589251243102,1.0,0.005004302399999999,1.169407664184157,0.400832990194891,0.05974525794923485,0.1448662167802236,0.18767206969062647
"Temp_Cold, Priority_Priority2",Time_Morning,0.038,0.23182,0.01418,0.37315789473684213,1.6096880973895356,1.0,0.00537084,1.2254760705289673,0.39372311445654185,0.05546862775778439,0.18399059430972187,0.21716302121882225
"Weather_Partly Cloudy, Temp_Cold",Time_Morning,0.03044,0.23182,0.01134,0.37253613666228647,1.6070060247704532,1.0,0.0042833991999999994,1.2242617382198953,0.3895837257912151,0.04519368723098996,0.18318120318452247,0.21072670002814953
"Incident_Alarms, Temp_Hot",Priority_Priority2,0.01706,0.505,0.01384,0.8112543962485347,1.6064443490069993,1.0,0.0052247000000000005,2.622577639751554,0.38405927669392437,0.02723230097201999,0.6186957499970398,0.41933016842129706
"Weather_Drizzle, Priority_Priority2, Time_Morning",Temp_Warm,0.02478,0.37422,0.01486,0.5996771589991929,1.6024722329089651,1.0,0.0055868284,1.5631883467741938,0.3855173459428267,0.038683813193106674,0.36028182268399905,0.31969321046533855
"Incident_Trespassing, Temp_Warm","Weather_Clear, Priority_Priority2",0.04062,0.20962,0.01364,0.33579517479074344,1.6019233603222185,1.0,0.005125235599999998,1.1899642550037064,0.3916596245045598,0.057650042265426873,0.15963862292915237,0.20043265084351597
"Incident_Suspicious, Temp_Mild","Weather_Clear, Priority_Priority2",0.03066,0.20962,0.01028,0.33529028049575993,1.5995147433248733,1.0,0.0038530507999999996,1.1890603925417076,0.3866655550220339,0.044695652173913046,0.1589998234972544,0.19216570126305027
"Incident_Alarms, Weather_Partly Cloudy","Priority_Priority2, Temp_Warm",0.04286,0.18872,0.01286,0.3000466635557629,1.589903897603661,1.0,0.0047714608,1.1590486933333333,0.3876456593679765,0.0587966349670812,0.1372234783992739,0.18409497230352792
"Weather_Drizzle, Time_Morning",Temp_Warm,0.04506,0.37422,0.02672,0.5929871282734132,1.5845949662589203,1.0,0.009857646800000001,1.5374943729552888,0.3863320283846407,0.06806602812308947,0.3495911155252855,0.3321944887265201
"Temp_Hot, Incident_Disturbance","Time_Afternoon, Weekday",0.02952,0.21502,0.01002,0.3394308943089431,1.578601498971924,1.0,0.0036726095999999996,1.1883389538461537,0.3776769270789885,0.04272556711581102,0.15848925362294974,0.19301560527929715
"Weather_Drizzle, Weekend",Time_Morning,0.0297,0.23182,0.01086,0.3656565656565656,1.5773296767171323,1.0,0.003974946,1.2109843949044583,0.3772205782457211,0.043325620362243675,0.1742255274239965,0.20625162852753223
"Incident_Trespassing, Priority_Priority2, Weather_Clear, Weekday",Temp_Hot,0.03068,0.22036,0.01066,0.3474576271186441,1.576772677067726,1.0,0.0038993551999999994,1.1947729870129868,0.3773709102584361,0.04434645145186788,0.16302091621600237,0.19791650642554096
"Incident_Alarms, Temp_Warm","Weather_Partly Cloudy, Priority_Priority2",0.03672,0.2233,0.01286,0.35021786492374724,1.568373779327126,1.0,0.004660424,1.1953237217099748,0.3762113711279102,0.05203107298915682,0.16340654683114103,0.20390427505031966
"Weather_Partly Cloudy, Time_Night, Priority_Priority2, Weekday",Temp_Mild,0.02296,0.32674,0.01174,0.5113240418118467,1.5649263690146498,1.0,0.004238049600000001,1.377722780748663,0.36947545630643813,0.03473783879749084,0.27416457507032455,0.2736273756222115
"Weather_Partly Cloudy, Time_Night, Weekday",Temp_Mild,0.04636,0.32674,0.0237,0.5112165660051768,1.5645974352854775,1.0,0.0085523336,1.3774198411297438,0.37840061008966397,0.067830566685747,0.2740049401496849,0.2918756515525058
"Incident_Trespassing, Weather_Clear, Weekday",Temp_Hot,0.03252,0.22036,0.0112,0.34440344403444034,1.5629127066365962,1.0,0.0040338928,1.1892069793621014,0.37227539587381653,0.04634227077126779,0.1591034888338725,0.19761468262713122
"Incident_Alarms, Time_Afternoon",Priority_Priority2,0.0178,0.505,0.01404,0.7887640449438202,1.561908999888753,1.0,0.005051,2.3433510638297874,0.36627757560357843,0.02759650915952512,0.5732606968562025,0.40828301257092003
"Weather_Partly Cloudy, Time_Night, Priority_Priority2",Temp_Mild,0.0345,0.32674,0.01746,0.5060869565217391,1.548898073458221,1.0,0.0061874700000000005,1.363114436619718,0.3670426981728748,0.050788294839723074,0.26638587844478967,0.27976197002802383
"Weather_Partly Cloudy, Time_Night",Temp_Mild,0.07364,0.32674,0.0372,0.5051602390005432,1.5460618197972187,1.0,0.013138866400000001,1.3605616465422612,0.3812722195834593,0.10242854782752354,0.26500941538268014,0.3095061157052052
"Incident_Trespassing, Weekday, Temp_Warm","Weather_Clear, Priority_Priority2",0.03122,0.20962,0.01006,0.32222934016655985,1.5372070421074318,1.0,0.003515663599999999,1.1661466729678638,0.36073158275721906,0.04359129907270994,0.14247493631741676,0.18511047201057693
"Incident_Suspicious, Time_Night","Priority_Priority2, Weekday",0.01986,0.36214,0.01104,0.5558912386706949,1.5350175033707816,1.0,0.0038478995999999994,1.4362697959183675,0.35560392437282695,0.02976062109122277,0.3037519811097966,0.2931883431438193
"Incident_Alarms, Temp_Mild","Weather_Clear, Priority_Priority2",0.03346,0.20962,0.01076,0.32157800358637184,1.5340998167463593,1.0,0.003746114800000001,1.1650270837004404,0.3602043713509032,0.04631542699724518,0.1416508560266857,0.1864544917273525
"Temp_Cold, Weekday",Time_Morning,0.05028,0.23182,0.01784,0.354813046937152,1.5305540804812008,1.0,0.006184090400000002,1.1906316399506782,0.3649937229552105,0.06750927117233028,0.16010967082864952,0.21588465305187338
"Weather_Drizzle, Priority_Priority2","Weekday, Temp_Warm",0.05942,0.26952,0.02438,0.4102995624368899,1.5223343812588674,1.0,0.0083651216,1.2387306392694064,0.3647899099696763,0.08004990806409246,0.1927219943556154,0.25037833568564594
"Incident_Trespassing, Priority_Priority2, Weather_Clear",Temp_Hot,0.04134,0.22036,0.01382,0.33430091920657956,1.5170671592239044,1.0,0.0047103176,1.1711597965116278,0.3555310546682941,0.05575278360497015,0.14614555334074644,0.19850823778444787
"Weather_Partly Cloudy, Weekend, Time_Night",Temp_Mild,0.02728,0.32674,0.0135,0.49486803519061584,1.5145621447959108,1.0,0.004586532800000001,1.3328398258345429,0.3492712911941468,0.039645248443556914,0.24972229924637715,0.26809264525032417
"Weather_Partly Cloudy, Time_Night, Priority_Priority2","Temp_Mild, Weekday",0.0345,0.22678,0.01174,0.34028985507246373,1.5005285081244542,1.0,0.003916089999999999,1.172060193321617,0.3454874604873236,0.04704656568085277,0.14680149902028364,0.1960290443013787
"Incident_Trespassing, Weather_Clear",Temp_Hot,0.04404,0.22036,0.01456,0.33060853769300635,1.5003110260165473,1.0,0.0048553456,1.1646996472184532,0.34883419647426506,0.05827729747038104,0.14140954503746134,0.19834111763938755
"Incident_Trespassing, Temp_Mild","Weather_Clear, Priority_Priority2",0.03282,0.20962,0.01032,0.3144424131627056,1.500059217453991,1.0,0.0034402715999999993,1.1529009599999998,0.3446717789478594,0.04445976219196967,0.13262280569182622,0.1818371783397728
"Incident_Trespassing, Priority_Priority2, Weekday, Temp_Warm",Time_Morning,0.02932,0.23182,0.01018,0.3472032742155525,1.4977278673779335,1.0,0.0033830376000000004,1.1767522257053291,0.34235995862337976,0.0405642333439592,0.15020343437156985,0.19555832764353676
Weather_Drizzle,"Weekday, Temp_Warm",0.11254,0.26952,0.04526,0.40216811800248803,1.4921642846634315,1.0,0.014928219200000002,1.221881973840666,0.37165901057359346,0.1343824228028504,0.18159034881514627,0.2850481432992553
"Temp_Hot, Time_Morning","Weather_Clear, Weekday",0.03352,0.29422,0.0146,0.43556085918854415,1.4803917449138202,1.0,0.004737745600000001,1.2504093868921777,0.3357577221335892,0.046624512997381365,0.20026192182910277,0.24259179523902769
"Incident_Trespassing, Weekday, Temp_Warm",Time_Morning,0.03122,0.23182,0.0107,0.3427290198590647,1.4784273136876227,1.0,0.003462579599999999,1.1687416959064327,0.33403411516903514,0.04240310691923595,0.14437894745901309,0.19444276029619612
"Weather_Drizzle, Priority_Priority2, Weekday",Temp_Warm,0.04444,0.37422,0.02438,0.5486048604860486,1.4659955654055064,1.0,0.0077496632,1.386324187437687,0.33265278629549005,0.06183422948158669,0.2786679991147825,0.30687685170633466
"Weather_Drizzle, Weekday",Temp_Warm,0.08284,0.37422,0.04526,0.5463544181554805,1.4599818773862447,1.0,0.014259615200000002,1.3794469185737095,0.3435169339724521,0.1099077221952404,0.2750717794679927,0.3336496584390785
"Priority_Priority2, Incident_Traffic","Time_Afternoon, Weekday",0.03214,0.21502,0.01008,0.313627878033603,1.45859863284161,1.0,0.0031692572,1.1436653309156846,0.3248511525509232,0.04251729374050954,0.12561833172004763,0.18025361904656617
Temp_Cold,Time_Morning,0.07392,0.23182,0.02496,0.33766233766233766,1.4565712089653078,1.0,0.0078238656,1.1598011764705882,0.33847632369358355,0.08889522045729752,0.13778325088174342,0.22266604071452661
"Temp_Hot, Time_Morning","Weather_Clear, Priority_Priority2",0.03352,0.20962,0.01018,0.30369928400954654,1.4488087205874751,1.0,0.0031535376,1.1351130077120821,0.3205216458843864,0.04369848901098901,0.11903044612660561,0.17613167616181935
