antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Weather_Clear, Temp_Cold",Weekday,0.03552,0.70824,0.02374,0.6683558558558558,0.9436855527163897,1.0,-0.0014166848000000017,0.8797381324278436,-0.05826755901262847,0.032971306352601315,-0.13670189246005005,0.350937783344171
"Weather_Partly Cloudy, Time_Evening, Priority_Priority0",Weekday,0.0195,0.70824,0.01302,0.6676923076923077,0.9427486553884386,1.0,-0.0007906799999999985,0.8779814814814816,-0.05832354119227328,0.018216924110141038,-0.13897618696083178,0.34303795323619113
"Temp_Mild, Incident_Disturbance",Weekday,0.04326,0.70824,0.02886,0.6671289875173371,0.9419532750442464,1.0,-0.0017784623999999999,0.8764956666666668,-0.06051254450037235,0.0399368980405181,-0.14090695257287808,0.3539389430978756
"Time_Night, Priority_Priority2",Weekday,0.08106,0.70824,0.05406,0.6669133974833457,0.9416488725338101,1.0,-0.0033499343999999973,0.8759283555555556,-0.063173136623948,0.07352701158805287,-0.14164588194630628,0.3716217275454682
"Temp_Mild, Time_Evening",Priority_Priority2,0.10736,0.505,0.05104,0.4754098360655738,0.9414056159714332,1.0,-0.0031767999999999935,0.9435937500000001,-0.06518231547807332,0.09092852561818571,-0.05977810895843678,0.28823957149813345
"Incident_Suspicious, Priority_Priority2, Temp_Warm",Weather_Clear,0.03236,0.4202,0.0128,0.39555006180469715,0.9413376054371659,1.0,-0.0007976719999999993,0.9592192229038855,-0.06050549385199514,0.029106785519374203,-0.04251455363108463,0.2130058733583219
"Temp_Mild, Weekend, Priority_Priority2",Weather_Clear,0.04822,0.4202,0.01906,0.39527167150559933,0.9406750868767237,1.0,-0.0012020439999999993,0.9587776406035664,-0.06214371165777697,0.042415880363183195,-0.04299470247395772,0.22031551209739747
"Weather_Partly Cloudy, Temp_Mild, Time_Evening",Priority_Priority2,0.05322,0.505,0.02528,0.4750093949642991,0.9406126632956417,1.0,-0.001596100000000003,0.9428740157480313,-0.06251689534666248,0.04743498330018388,-0.06058708088020382,0.2625344004524466
"Priority_Priority2, Incident_Crashes",Weather_Partly Cloudy,0.03482,0.4435,0.01452,0.41700172314761635,0.9402519123959783,1.0,-0.0009226699999999987,0.9545482758620691,-0.06177042485053767,0.031306597671410086,-0.04761595121722129,0.22487064736862217
"Weather_Clear, Time_Evening","Priority_Priority2, Weekday",0.13084,0.36214,0.04454,0.3404157749923571,0.9400115286694568,1.0,-0.0028423976000000045,0.9670637589803013,-0.0684012122406894,0.09932209437159933,-0.034057982954947684,0.2317034417017344
Time_Night,Priority_Priority2,0.1708,0.505,0.08106,0.47459016393442616,0.9397825028404478,1.0,-0.005194000000000018,0.9421216848673944,-0.07173146215401678,0.13629485153176177,-0.06143401225368454,0.3175525077097873
"Weather_Partly Cloudy, Time_Night, Priority_Priority2",Weekday,0.0345,0.70824,0.02296,0.6655072463768116,0.939663456422698,1.0,-0.0014742800000000014,0.8722461005199307,-0.062358092492395,0.03189863569423991,-0.14646542919930217,0.34896281781169736
"Priority_Priority0, Temp_Mild",Weather_Clear,0.04352,0.4202,0.01718,0.3947610294117647,0.9394598510513201,1.0,-0.0011071040000000011,0.9579687167805618,-0.06312086394778253,0.03847359699019125,-0.043875423574051914,0.21782316106475907
"Time_Evening, Temp_Mild",Weather_Clear,0.10736,0.4202,0.04238,0.39474664679582716,0.9394256230267186,1.0,-0.0027326719999999985,0.9579459526008003,-0.06736899371174862,0.08734902510408507,-0.043900229741588234,0.24780169084198783
"Weather_Partly Cloudy, Incident_Disturbance","Priority_Priority2, Weekday",0.05862,0.36214,0.01994,0.3401569430228591,0.9392967996433951,1.0,-0.0012886468000000012,0.9666844157187175,-0.06424037690573035,0.04974801656603962,-0.03446376474013251,0.19760926070897744
"Incident_Suspicious, Temp_Warm",Weather_Clear,0.03608,0.4202,0.01424,0.3946784922394678,0.9392634275094427,1.0,-0.0009208160000000014,0.9578380952380952,-0.06286705035109909,0.03221427925074653,-0.04401777813130768,0.21428355835200424
"Time_Evening, Priority_Priority3, Weekday",Temp_Warm,0.03586,0.37422,0.0126,0.35136642498605686,0.9389301079206265,1.0,-0.0008195292000000003,0.9647665864144453,-0.06319776288353277,0.03169970816141693,-0.0365201428839898,0.19251822932804527
"Weather_Clear, Weekend, Priority_Priority2",Temp_Mild,0.06214,0.32674,0.01906,0.30672674605729,0.9387486872047807,1.0,-0.0012436235999999969,0.9711322284122562,-0.06504567714089302,0.0515385863393002,-0.029725891843730468,0.18253029474009752
"Weather_Clear, Time_Night",Priority_Priority2,0.08266,0.505,0.03916,0.4737478828937818,0.9381146195916471,1.0,-0.0025832999999999967,0.9406137931034483,-0.06708766337415895,0.0713947128532361,-0.06313559011357217,0.27564621867461364
"Weather_Clear, Temp_Mild, Incident_Disturbance",Weekday,0.01638,0.70824,0.01088,0.6642246642246643,0.937852513589552,1.0,-0.0007209711999999983,0.8689143272727275,-0.0631170927144311,0.015243646145655283,-0.15086144699525525,0.3397933441986306
"Weather_Clear, Incident_Suspicious",Temp_Mild,0.03918,0.32674,0.012,0.3062787136294028,0.937377467189211,1.0,-0.0008016731999999985,0.9705050331125827,-0.06501012381838091,0.03390596745027125,-0.030391359015235108,0.17150258139693803
"Incident_Crashes, Temp_Warm",Weather_Partly Cloudy,0.02776,0.4435,0.01154,0.41570605187319887,0.9373304439080019,1.0,-0.000771560000000001,0.9524315659679409,-0.06434380064543288,0.025102236143739666,-0.04994420148571633,0.2208631724980425
"Weather_Clear, Time_Evening, Temp_Mild, Weekday",Priority_Priority2,0.02916,0.505,0.0138,0.4732510288065844,0.9371307501120483,1.0,-0.0009257999999999992,0.9397265624999999,-0.0646355276738917,0.026520101468214315,-0.06413933574427401,0.25028888073992583
Incident_Disturbance,"Priority_Priority2, Weekday",0.13078,0.36214,0.04438,0.3393485242391803,0.9370644619185406,1.0,-0.002980669200000001,0.9655015138888888,-0.07172543983138123,0.09894323806126544,-0.03573115693227306,0.23094890728444353
"Weather_Partly Cloudy, Time_Night",Temp_Warm,0.07364,0.37422,0.02582,0.35062466051059205,0.9369479464234729,1.0,-0.0017375607999999994,0.9636645587620243,-0.0677248550212627,0.06117903516254384,-0.03770548673560668,0.2098107536426083
"Priority_Priority0, Weekday, Temp_Warm",Weather_Clear,0.03302,0.4202,0.013,0.39370078740157477,0.936936666829069,1.0,-0.0008750040000000021,0.9562935064935064,-0.06507665176430565,0.029530689200854117,-0.04570405760335503,0.21231921807013532
"Weekday, Incident_Traffic",Temp_Mild,0.04698,0.32674,0.01438,0.3060876968922946,0.9367928533154637,1.0,-0.000970245199999999,0.9702378773006134,-0.06611699035633688,0.040017810430233204,-0.030675078138765684,0.17504911257052755
"Weather_Partly Cloudy, Time_Evening, Weekend",Temp_Warm,0.04302,0.37422,0.01508,0.3505346350534635,0.9367073781558001,1.0,-0.0010189444000000027,0.9635309806728705,-0.06595022817435138,0.037497513427491545,-0.03784934792824395,0.195415893230863
"Incident_Trespassing, Weekday, Time_Morning",Weather_Partly Cloudy,0.02518,0.4435,0.01046,0.41540905480540113,0.9366607774642641,1.0,-0.0007073300000000008,0.9519476902173913,-0.06486916957925115,0.022827462790799183,-0.050477888939081526,0.21949708659097567
"Incident_Alarms, Weather_Partly Cloudy, Weekday",Temp_Warm,0.03078,0.37422,0.01078,0.350227420402859,0.9358864315185158,1.0,-0.0007384916000000002,0.96307542,-0.06601524212288414,0.0273451372330171,-0.03834027868762347,0.18951700238249944
"Weather_Clear, Priority_Priority0, Temp_Warm",Weekday,0.01962,0.70824,0.013,0.6625891946992865,0.935543311164699,1.0,-0.000895668799999999,0.8647025981873113,-0.06566193731763638,0.018185378955319922,-0.15646697731256348,0.34047227723216894
"Temp_Hot, Incident_Disturbance","Priority_Priority2, Weekday",0.02952,0.36214,0.01,0.33875338753387535,0.9354210734353436,1.0,-0.0006903728000000001,0.9646325409836065,-0.0664128257685144,0.026201331027616202,-0.036664177822915166,0.18318350881084333
"Weather_Clear, Temp_Mild, Time_Evening",Priority_Priority2,0.04238,0.505,0.02,0.4719207173194903,0.9344964699395848,1.0,-0.001401900000000001,0.9373592493297588,-0.06820470655775196,0.037923319048883165,-0.06682683369799938,0.25576233885776495
"Priority_Priority0, Temp_Mild, Weekday",Weather_Clear,0.0297,0.4202,0.01166,0.3925925925925926,0.9342993636187353,1.0,-0.0008199399999999999,0.9545487804878049,-0.06757577570717042,0.026606425702811243,-0.04761539739118216,0.2101706418460345
"Priority_Priority3, Weekday, Time_Morning",Weather_Partly Cloudy,0.0364,0.4435,0.01508,0.41428571428571426,0.9341278788854888,1.0,-0.0010634000000000025,0.9501219512195122,-0.06819076073546002,0.03244266597822813,-0.05249647028622776,0.22414398453857304
"Weather_Clear, Time_Evening, Weekday, Temp_Warm",Priority_Priority2,0.03002,0.505,0.01416,0.47168554297135246,0.9340307781610939,1.0,-0.0010001000000000003,0.9369419924337957,-0.06787233523887128,0.027185808086625962,-0.06730193339120717,0.24986257346587426
"Weather_Partly Cloudy, Incident_Crashes","Priority_Priority2, Weekday",0.03176,0.36214,0.01074,0.3381612090680101,0.9337858537251066,1.0,-0.0007615664000000001,0.9637694386298764,-0.06823787971539536,0.028030065768869395,-0.037592560956933974,0.18390912389115974
"Incident_Suspicious, Temp_Warm",Weather_Partly Cloudy,0.03608,0.4435,0.01494,0.41407982261640797,0.9336636361136594,1.0,-0.0010614800000000018,0.9497880794701986,-0.06864891119934681,0.03215392561983471,-0.052866446331701775,0.2238832033036944
"Time_Evening, Temp_Warm",Weather_Clear,0.10986,0.4202,0.0431,0.3923174949936282,0.9336446810890724,1.0,-0.003063172000000003,0.954116656680647,-0.0739392866782598,0.08850829636931165,-0.04808986720657433,0.24744384982903686
"Incident_Suspicious, Time_Night, Priority_Priority2",Weekday,0.0167,0.70824,0.01104,0.6610778443113773,0.933409358849228,1.0,-0.0007876080000000004,0.8608466431095408,-0.06764508848052608,0.015464350749404679,-0.16164709243427028,0.3383328903020797
"Time_Night, Priority_Priority2, Temp_Warm",Weekday,0.03362,0.70824,0.02222,0.6609161213563356,0.9331810140013775,1.0,-0.001591028799999998,0.8604360701754389,-0.06898323466322329,0.030876549385804017,-0.16220139376084583,0.3461448335235309
"Incident_Disturbance, Weekend",Priority_Priority2,0.04202,0.505,0.0198,0.4712041884816754,0.9330776009538126,1.0,-0.0014201000000000005,0.936089108910891,-0.06965336256868224,0.037555479685899625,-0.06827436670368608,0.2552060546368773
"Weather_Partly Cloudy, Time_Evening, Temp_Mild","Priority_Priority2, Weekday",0.05322,0.36214,0.01798,0.3378429161969184,0.9329069315649152,1.0,-0.001293090800000004,0.9633061634506243,-0.07059822118515115,0.04524636368211787,-0.03809156210309723,0.1937461115474016
"Weather_Clear, Weekday, Incident_Crashes",Priority_Priority2,0.02284,0.505,0.01076,0.4711033274956217,0.9328778762289539,1.0,-0.0007741999999999992,0.9359105960264902,-0.06858342607716544,0.020809159124313453,-0.06847812627147126,0.24620512909434553
"Priority_Priority2, Weekday, Time_Morning",Weather_Partly Cloudy,0.09318,0.4435,0.03854,0.41360807040137365,0.9325999332612709,1.0,-0.0027853300000000025,0.9490239751098095,-0.07381452390020334,0.07736780824667763,-0.05371415920687575,0.25025386609132944
"Incident_Alarms, Weather_Clear",Temp_Warm,0.04258,0.37422,0.01486,0.34899013621418506,0.9325801299080355,1.0,-0.0010742875999999995,0.9612450360750361,-0.07020776877174678,0.036970692143105936,-0.04031746585991072,0.19434969907283461
"Temp_Mild, Priority_Priority2, Time_Evening",Weather_Clear,0.05104,0.4202,0.02,0.39184952978056425,0.9325310085210953,1.0,-0.0014470079999999996,0.953382474226804,-0.07084075517100381,0.04432231185178619,-0.04889698209630177,0.2197229562277405
"Weather_Clear, Weekend",Temp_Mild,0.12598,0.32674,0.03838,0.3046515319892046,0.9323974168733691,1.0,-0.002782705199999999,0.9682339589041095,-0.07660031908307449,0.09262924168557223,-0.03280822863499301,0.2110574792834558
"Time_Afternoon, Priority_Priority3",Temp_Warm,0.06364,0.37422,0.0222,0.3488372093023256,0.9321714748071338,1.0,-0.0016153608,0.9610192857142856,-0.07210610390794392,0.05340903623153539,-0.04056184393504811,0.20408030097952579
Incident_Welfare,Temp_Mild,0.10206,0.32674,0.03108,0.3045267489711934,0.9320155137760711,1.0,-0.0022670843999999975,0.9680602366863904,-0.07513106618685843,0.07814542894498643,-0.032993570134578855,0.1998241261535896
"Incident_Alarms, Weather_Partly Cloudy, Priority_Priority2",Temp_Warm,0.03688,0.37422,0.01286,0.3486984815618221,0.9318007630854099,1.0,-0.0009412336000000007,0.9608145878434639,-0.0706262963199521,0.03229208517476898,-0.04078353165358098,0.191531646852206
Weather_Drizzle,Temp_Mild,0.11254,0.32674,0.03426,0.30442509330015993,0.9317043927898634,1.0,-0.002511319599999999,0.9679187583035258,-0.07629549610175072,0.08458841538689447,-0.03314456034791915,0.20463955283236557
"Incident_Alarms, Weather_Partly Cloudy",Temp_Warm,0.04286,0.37422,0.01494,0.34857676154923006,0.931475499837609,1.0,-0.001099069200000002,0.9606350573065904,-0.07137396585050657,0.03715124086139156,-0.040978040926156055,0.194249900736135
"Incident_Suspicious, Temp_Mild",Weather_Clear,0.03066,0.4202,0.012,0.39138943248532293,0.9314360601744953,1.0,-0.0008833320000000006,0.9526617363344051,-0.07057953825251623,0.02734357198195324,-0.049690526931143654,0.20997363104513647
Incident_Simple,Weekday,0.02256,0.70824,0.01488,0.6595744680851064,0.9312866656572723,1.0,-0.0010978944000000004,0.8570450000000002,-0.07018797149373145,0.02078444518940664,-0.1667998763192128,0.3402921476311673
"Temp_Cold, Weekday",Weather_Partly Cloudy,0.05028,0.4435,0.02076,0.4128878281622912,0.9309759372317727,1.0,-0.0015391799999999976,0.947859756097561,-0.07241371017104789,0.04388820768677858,-0.05500839503631413,0.22984864914315237
"Priority_Priority2, Temp_Cold, Weekday",Weather_Partly Cloudy,0.02626,0.4435,0.01084,0.41279512566641285,0.9307669124383604,1.0,-0.0008063099999999993,0.9477101167315176,-0.07096767515736879,0.02362067462738604,-0.05517497634067772,0.2186185323935221
"Weather_Clear, Weekend",Temp_Warm,0.12598,0.37422,0.04388,0.348309255437371,0.9307606633460825,1.0,-0.0032642355999999983,0.9602407356881851,-0.07843659430474352,0.09616058906030857,-0.0414055172147224,0.23278324190285526
"Incident_Trespassing, Priority_Priority2",Temp_Mild,0.10172,0.32674,0.03092,0.3039716869838773,0.9303167257877129,1.0,-0.002315992799999996,0.9672882372881356,-0.07696678052911451,0.07777833677114254,-0.03381800941110819,0.19930175216550172
"Weather_Clear, Time_Night, Priority_Priority2",Weekday,0.03916,0.70824,0.0258,0.658835546475996,0.9302433447362419,1.0,-0.0019346784000000006,0.8551887425149702,-0.07239384198464935,0.03575388026607539,-0.16933251139293948,0.3476319379279336
"Priority_Priority3, Time_Morning",Weather_Partly Cloudy,0.0487,0.4435,0.02008,0.4123203285420945,0.9296963439506076,1.0,-0.001518450000000001,0.9469444444444444,-0.073637691790434,0.042531559772939084,-0.0560281607509533,0.22879827024624455
"Weather_Partly Cloudy, Temp_Mild, Time_Night",Priority_Priority2,0.0372,0.505,0.01746,0.4693548387096775,0.9294155221973811,1.0,-0.0013259999999999973,0.9328267477203649,-0.0731122806135343,0.033273621221938485,-0.07201042684913642,0.25196454806771
"Priority_Priority2, Temp_Cold",Weather_Partly Cloudy,0.038,0.4435,0.01566,0.41210526315789475,0.9292114163650389,1.0,-0.0011929999999999996,0.9465980304386751,-0.07337962051726173,0.03361669242658424,-0.05641462145930863,0.22370764848988312
"Weekday, Time_Morning",Weather_Partly Cloudy,0.1715,0.4435,0.07066,0.41201166180758014,0.9290003648423453,1.0,-0.005400250000000009,0.9464473423244745,-0.08445536474739801,0.12980857552265126,-0.05658281795583084,0.2856676121890212
"Temp_Hot, Incident_Disturbance",Weather_Partly Cloudy,0.02952,0.4435,0.01216,0.41192411924119243,0.9288029746137372,1.0,-0.0009321199999999998,0.9463064516129033,-0.07320415625448042,0.026385453282992667,-0.05674012714969914,0.21967119152589498
Temp_Cold,Weather_Partly Cloudy,0.07392,0.4435,0.03044,0.41179653679653677,0.9285153028106804,1.0,-0.002343520000000005,0.9461011959521619,-0.07675268291159462,0.062507700521582,-0.05696938581035622,0.24021619399015115
"Priority_Priority2, Time_Morning",Weather_Partly Cloudy,0.12654,0.4435,0.0521,0.41172751699067484,0.9283596775437989,1.0,-0.0040204900000000085,0.9459901934443847,-0.0811765023232631,0.1005908020234004,-0.05709341061873346,0.2646010752935336
"Time_Evening, Weekend, Priority_Priority2",Temp_Warm,0.04076,0.37422,0.01416,0.3473994111874387,0.9283293548913439,1.0,-0.001093207199999998,0.9589019849624062,-0.07448922072032797,0.035327578464148496,-0.04285945350212739,0.19261905784640496
"Incident_Alarms, Weather_Clear, Weekday",Temp_Warm,0.03006,0.37422,0.01044,0.34730538922155685,0.9280781070534895,1.0,-0.0008090531999999998,0.9587638532110091,-0.07398595518841912,0.02650822669104205,-0.043009701138488204,0.18760170855979239
"Weather_Clear, Temp_Mild","Priority_Priority2, Weekday",0.1214,0.36214,0.0408,0.33607907742998355,0.9280363324404471,1.0,-0.0031637959999999965,0.9607469478908188,-0.08110077354209387,0.09215340832091069,-0.04085680646225891,0.22437134409412693
"Time_Evening, Temp_Mild, Weekday",Weather_Clear,0.07478,0.4202,0.02916,0.3899438352500669,0.9279958002143428,1.0,-0.002262556000000006,0.950404296361245,-0.0773735800683644,0.06259928727834785,-0.05218379570530036,0.22966968059504772
"Weather_Clear, Time_Evening, Weekend",Priority_Priority2,0.03884,0.505,0.0182,0.46858908341915556,0.9278991750874368,1.0,-0.0014141999999999974,0.9314825581395348,-0.07479645969770835,0.034624457803820105,-0.07355740723402918,0.2523143436897758
"Weather_Partly Cloudy, Time_Night",Priority_Priority2,0.07364,0.505,0.0345,0.4684953829440522,0.9277136295921825,1.0,-0.0026881999999999948,0.9313183444047011,-0.07758685877991027,0.06340280074980703,-0.07374670112312691,0.26840610731361025
"Incident_Suspicious, Weekday, Temp_Warm",Weather_Partly Cloudy,0.02538,0.4435,0.01044,0.41134751773049644,0.9275028584678612,1.0,-0.0008160300000000006,0.945379518072289,-0.07424486738443534,0.022772881947474042,-0.0577762484627198,0.21744377013920538
"Weather_Partly Cloudy, Weekend, Priority_Priority2",Temp_Warm,0.0635,0.37422,0.02204,0.34708661417322834,0.9274934909230622,1.0,-0.0017229700000000008,0.9584425952725517,-0.07704408491899502,0.05302155504234026,-0.043359304910306595,0.2029912254234214
"Temp_Hot, Priority_Priority2",Weather_Partly Cloudy,0.1121,0.4435,0.0461,0.4112399643175736,0.9272603479539427,1.0,-0.0036163500000000043,0.9452068181818182,-0.08117774454561259,0.09048086359175664,-0.05796951605108071,0.25759292466160527
"Weather_Partly Cloudy, Incident_Assistance",Priority_Priority2,0.0244,0.505,0.01142,0.46803278688524586,0.9267975977925661,1.0,-0.0009020000000000018,0.9305084745762711,-0.07489609205144894,0.022047183288930072,-0.07468123861566495,0.24532332413569224
"Incident_Disturbance, Temp_Warm",Weather_Clear,0.04874,0.4202,0.01898,0.38941321296676246,0.9267330151517431,1.0,-0.0015005480000000009,0.9495783602150538,-0.07673293214006681,0.042181527246866385,-0.053098977290854714,0.2172910900626292
"Weekday, Incident_Crashes",Priority_Priority2,0.05586,0.505,0.02614,0.46795560329394914,0.9266447589979191,1.0,-0.0020692999999999996,0.9303734858681022,-0.07735955541504999,0.04888539796529025,-0.07483716506272901,0.2598589897657865
Incident_Assistance,Priority_Priority2,0.05514,0.505,0.0258,0.4678998911860718,0.9265344379922213,1.0,-0.002045700000000001,0.9302760736196318,-0.07742092824275501,0.048283864206310596,-0.07494971477561257,0.25949450004848146
"Temp_Mild, Time_Evening","Priority_Priority2, Weekday",0.10736,0.36214,0.03602,0.3355067064083458,0.9264558082739984,1.0,-0.002859350399999995,0.9599193944491169,-0.08166715807572121,0.08309495247762295,-0.04175413663132071,0.2174855009923211
"Priority_Priority2, Weekday, Incident_Crashes",Weather_Partly Cloudy,0.02614,0.4435,0.01074,0.4108645753634277,0.9264139241565449,1.0,-0.0008530900000000008,0.9446045454545454,-0.07541229465886942,0.02340379167574635,-0.05864406942780291,0.2175405176704399
"Time_Afternoon, Incident_Crashes",Priority_Priority2,0.02916,0.505,0.01364,0.46776406035665297,0.9262654660527782,1.0,-0.0010857999999999996,0.9300386597938145,-0.07578138156005178,0.026204564666103127,-0.07522412049161017,0.247386980673376
"Weather_Clear, Time_Evening, Temp_Warm",Priority_Priority2,0.0431,0.505,0.02016,0.4677494199535963,0.9262364751556362,1.0,-0.0016054999999999993,0.9300130775937228,-0.07683066588236057,0.038186157517899756,-0.0752536970634418,0.25383510601640213
"Weather_Drizzle, Priority_Priority2",Temp_Mild,0.05942,0.32674,0.01798,0.30259171995960954,0.9260932850572613,1.0,-0.001434890799999998,0.9653742567567567,-0.07821051962815911,0.04883480906078549,-0.035867688620132544,0.17881009147885601
Incident_Trespassing,Temp_Mild,0.10848,0.32674,0.03282,0.30254424778761063,0.9259479946979575,1.0,-0.002624755199999995,0.9653085487708167,-0.08232087715156962,0.0815606361829026,-0.035938199525279005,0.20149554312622253
"Weather_Partly Cloudy, Temp_Mild, Priority_Priority1",Weekday,0.02932,0.70824,0.01922,0.6555252387448841,0.925569353248735,1.0,-0.0015455967999999966,0.8469706138613864,-0.07650686664409719,0.02675613219366874,-0.1806785071809565,0.3413314660910685
Temp_Hot,Weather_Partly Cloudy,0.22036,0.4435,0.09038,0.4101470321292431,0.9247960138201647,1.0,-0.007349659999999994,0.9434554546853362,-0.09445221984242444,0.15759921880449188,-0.05993345529336374,0.3069675408673273
"Time_Evening, Weekend, Temp_Warm",Priority_Priority2,0.03032,0.505,0.01416,0.4670184696569921,0.924789048825727,1.0,-0.0011515999999999992,0.9287376237623763,-0.07738067464552174,0.02717015887635275,-0.07673036432930885,0.2475290368086941
"Temp_Mild, Incident_Crashes",Priority_Priority2,0.02334,0.505,0.0109,0.4670094258783205,0.9247711403531099,1.0,-0.0008867000000000007,0.9287218649517686,-0.07688843173786591,0.021065244279529993,-0.07674863458925152,0.24429679214708105
"Weather_Clear, Incident_Welfare, Weekday",Temp_Warm,0.03064,0.37422,0.0106,0.34595300261096606,0.9244642258857518,1.0,-0.0008661008000000001,0.9567813972055889,-0.07773774101818917,0.02688581139349668,-0.045170822635804804,0.18713929324605275
Time_Morning,Weather_Partly Cloudy,0.23182,0.4435,0.09504,0.4099732551117246,0.9244041828900217,1.0,-0.007772169999999995,0.9431775844421698,-0.09621404146322494,0.16378300130971254,-0.06024572306967726,0.31213431639464473
"Incident_Suspicious, Time_Night",Weekday,0.01986,0.70824,0.013,0.6545820745216515,0.9242376518152766,1.0,-0.0010656464,0.8446579591836734,-0.07717899643051097,0.018179275625786605,-0.18391117863431747,0.33646871714335147
"Incident_Alarms, Weekday, Temp_Warm",Weather_Partly Cloudy,0.0263,0.4435,0.01078,0.4098859315589353,0.9242072864913987,1.0,-0.0008840500000000008,0.9430380154639175,-0.07768087548776269,0.023484815476449827,-0.06040263870811264,0.21709629159682955
"Time_Evening, Incident_Disturbance","Priority_Priority2, Weekday",0.04602,0.36214,0.0154,0.33463711429813126,0.924054548788124,1.0,-0.0012656828000000009,0.9586648334421947,-0.07931846831017124,0.039209695488338935,-0.04311743282517914,0.18858105231668038
"Incident_Suspicious, Priority_Priority2, Temp_Warm",Weather_Partly Cloudy,0.03236,0.4435,0.01326,0.40976514215080345,0.9239349315688916,1.0,-0.0010916600000000012,0.9428450261780106,-0.07840939440590501,0.028664072632944227,-0.06061969065444125,0.2198318382681864
"Time_Evening, Priority_Priority3",Temp_Warm,0.0512,0.37422,0.0177,0.345703125,0.9237964967131634,1.0,-0.0014600640000000005,0.956416,-0.0799867468865702,0.043412145590110855,-0.045570128479657385,0.196500752815857
"Weekday, Incident_Crashes",Temp_Mild,0.05586,0.32674,0.01686,0.30182599355531686,0.9237497507354988,1.0,-0.0013916963999999997,0.964315476923077,-0.0803988848737677,0.04609832121178979,-0.037005029921104944,0.1767133273157009
"Time_Afternoon, Weekday",Temp_Warm,0.21502,0.37422,0.07432,0.3456422658357362,0.9236338673393625,1.0,-0.006144784399999992,0.9563270476190476,-0.09529087750671474,0.14433310028742327,-0.04566738177037264,0.27212100999552297
"Weather_Clear, Priority_Priority0, Weekday",Temp_Mild,0.03864,0.32674,0.01166,0.30175983436853004,0.9235472680679747,1.0,-0.0009652335999999987,0.9642241067457376,-0.0792819780102512,0.032963926269365604,-0.03710329684144303,0.1687228504033383
"Temp_Warm, Weekday, Priority_Priority1",Weather_Clear,0.0485,0.4202,0.01882,0.38804123711340205,0.9234679607648787,1.0,-0.0015597000000000007,0.9474494609164421,-0.0801204915207483,0.04183337778963279,-0.05546526886270778,0.21641471660524933
"Temp_Mild, Incident_Welfare",Weather_Clear,0.03108,0.4202,0.01206,0.38803088803088803,0.9234433318202951,1.0,-0.0009998160000000006,0.9474334384858044,-0.07881881699689319,0.027457766039797823,-0.05548311826338735,0.2083657533919314
Incident_Auto,Weather_Clear,0.03332,0.4202,0.01292,0.38775510204081626,0.9227870110443033,1.0,-0.001081064000000003,0.9470066666666667,-0.07966238941068494,0.029323649568769854,-0.05595877536940973,0.20925118262440623
"Weather_Clear, Incident_Disturbance, Temp_Warm",Weekday,0.01898,0.70824,0.0124,0.6533192834562698,0.9224546530219555,1.0,-0.0010423952000000007,0.8415812765957448,-0.07892721968229806,0.017347024425729555,-0.1882393629823492,0.33541373638531324
"Temp_Hot, Time_Afternoon, Priority_Priority2, Weekday",Weather_Partly Cloudy,0.04446,0.4435,0.01818,0.40890688259109315,0.9219997352674028,1.0,-0.0015380099999999994,0.9414760273972602,-0.08133433040747406,0.038698965473200224,-0.06216193604475626,0.22494949541054093
"Temp_Hot, Priority_Priority3, Weekday",Weather_Partly Cloudy,0.0318,0.4435,0.013,0.40880503144654085,0.921770082179348,1.0,-0.0011033000000000015,0.9413138297872339,-0.08059226144822106,0.028120268224096905,-0.06234495696937854,0.21905866002992205
"Weather_Clear, Priority_Priority0",Temp_Mild,0.0571,0.32674,0.01718,0.30087565674255695,0.9208412093485859,1.0,-0.0014768539999999962,0.9630046593186373,-0.08355195521851344,0.04685539737086129,-0.038416574959811996,0.1767278448981806
"Temp_Mild, Time_Night",Priority_Priority2,0.07112,0.505,0.03306,0.4648481439820022,0.9204913742217865,1.0,-0.0028556,0.924971098265896,-0.08507830660252944,0.06087725113247155,-0.08111486064241982,0.26515674525832783
"Weather_Partly Cloudy, Temp_Mild, Incident_Disturbance",Weekday,0.02154,0.70824,0.01404,0.6518105849582173,0.9203244450443597,1.0,-0.0012154895999999995,0.8379347200000001,-0.0812869706738443,0.019616061698382096,-0.19341038881883282,0.33581718675223643
"Incident_Trespassing, Priority_Priority2, Time_Morning",Weather_Partly Cloudy,0.03094,0.4435,0.01262,0.4078862314156432,0.9196983797421492,1.0,-0.0011018900000000012,0.9398531659388646,-0.08265356615381744,0.027326664068251696,-0.06399599026838604,0.21817084964243263
"Time_Evening, Weekend",Temp_Warm,0.0881,0.37422,0.03032,0.3441543700340522,0.9196578751377591,1.0,-0.0026487820000000023,0.9541574593284873,-0.08742550150028443,0.07018518518518518,-0.0480450477259545,0.2125881144168444
"Weather_Partly Cloudy, Temp_Mild, Weekend",Priority_Priority2,0.04856,0.505,0.02254,0.46416803953871505,0.9191446327499307,1.0,-0.0019828,0.9237970791698695,-0.08463284098429923,0.04244661218033219,-0.08248880901269688,0.25440085145252583
